raceId,year,round,circuitId,circuit_name,country,alt,max_pit_duration,mean_pit_duration,min_pit_duration,num_stops,avg_stop_lap,avg_grid_top3,driverId_first_place,driverId_second_place,driverId_third_place,constructorId_first_place,constructorId_second_place,constructorId_third_place,grid_first_place,grid_second_place,grid_third_place,qualifying_position_first_place,qualifying_position_second_place,qualifying_position_third_place,q1_first_place,q1_second_place,q1_third_place,points_first_place,points_second_place,points_third_place,laps_first_place,laps_second_place,laps_third_place,pit_stop_count_first_place,pit_stop_count_second_place,pit_stop_count_third_place,pit_mean_duration_first_place,pit_mean_duration_second_place,pit_mean_duration_third_place,pit_max_duration_first_place,pit_max_duration_second_place,pit_max_duration_third_place,pit_min_duration_first_place,pit_min_duration_second_place,pit_min_duration_third_place,pit_avg_lap_first_place,pit_avg_lap_second_place,pit_avg_lap_third_place
354,2010,18,18,Autódromo José Carlos Pace,Brazil,785,21.471,21.066333333333333,20.735,3,25.0,3.3333333333333335,20.0,17.0,4.0,9.0,9.0,6.0,2,3,5,2,3,5,79.16,79.025,78.987,25.0,18.0,15.0,71,71,71,1.0,1.0,1.0,21.471,20.735,20.993,21.471,20.735,20.993,21.471,20.735,20.993,25.0,26.0,24.0
355,2010,19,24,Yas Marina Circuit,UAE,3,20.792,20.454666666666668,20.061,3,28.666666666666668,2.3333333333333335,20.0,1.0,18.0,9.0,1.0,1.0,1,2,4,1,2,4,100.318,100.33500000000001,100.87700000000001,25.0,18.0,15.0,55,55,55,1.0,1.0,1.0,20.061,20.792,20.511,20.061,20.792,20.511,20.061,20.792,20.511,24.0,23.0,39.0
841,2011,1,1,Albert Park Grand Prix Circuit,Australia,10,25.683,23.8805,22.603,6,25.666666666666668,3.0,20.0,1.0,808.0,9.0,1.0,4.0,1,2,6,1,2,6,85.29599999999999,85.384,85.543,25.0,18.0,15.0,58,58,58,2.0,2.0,2.0,23.3195,23.213,25.109,24.036,23.227,25.683,22.603,23.199,24.535,25.0,26.0,26.0
842,2011,2,2,Sepang International Circuit,Malaysia,18,23.9,22.700222222222223,21.893,9,25.666666666666668,3.6666666666666665,20.0,18.0,2.0,9.0,1.0,4.0,1,4,6,1,4,6,97.468,97.033,97.22399999999999,25.0,18.0,15.0,56,56,56,3.0,3.0,3.0,22.40833333333333,22.451333333333334,23.241,23.019,22.483,23.9,21.893,22.4,22.602,26.333333333333332,24.666666666666668,26.0
843,2011,3,17,Shanghai International Circuit,China,5,23.442,21.396375,20.533,8,24.75,7.333333333333333,1.0,20.0,17.0,1.0,9.0,9.0,3,1,18,3,1,18,96.09100000000001,95.674,96.468,25.0,18.0,15.0,56,56,56,3.0,2.0,3.0,20.659333333333333,21.764000000000003,21.888333333333335,20.878,21.995,23.442,20.533,21.533,21.091,26.0,22.5,25.0
844,2011,4,5,Istanbul Park,Turkey,130,22.087,21.010916666666667,20.112,12,29.083333333333332,2.6666666666666665,20.0,17.0,4.0,9.0,9.0,6.0,1,2,5,1,2,5,87.039,87.09,87.349,25.0,18.0,15.0,58,58,58,4.0,4.0,4.0,20.402250000000002,21.10025,21.530250000000002,20.623,22.087,21.732,20.112,20.421,21.308,30.75,27.75,28.75
845,2011,5,4,Circuit de Barcelona-Catalunya,Spain,109,20.988,20.29090909090909,19.761,11,29.0,3.3333333333333335,20.0,1.0,18.0,9.0,1.0,1.0,2,3,5,2,3,5,84.142,84.37,84.428,25.0,18.0,15.0,66,66,66,4.0,4.0,3.0,20.2145,20.36425,20.295,20.426,20.988,20.763,19.887,19.761,20.015,27.25,29.5,30.666666666666668
846,2011,6,6,Circuit de Monaco,Monaco,7,31.382,26.94016666666667,24.67,6,27.166666666666668,2.3333333333333335,20.0,4.0,18.0,9.0,6.0,1.0,1,4,2,1,4,2,75.606,76.051,75.397,25.0,18.0,15.0,78,78,78,1.0,2.0,3.0,28.536,28.367,25.457000000000004,28.536,31.382,26.421,28.536,25.352,24.67,16.0,25.5,32.0
847,2011,7,7,Circuit Gilles Villeneuve,Canada,13,31.718,23.761750000000003,14.501,12,31.583333333333332,4.0,18.0,20.0,17.0,1.0,9.0,9.0,7,1,4,7,1,4,74.374,74.011,74.375,25.0,18.0,15.0,70,70,70,6.0,3.0,3.0,23.511166666666668,23.118666666666666,24.906000000000002,31.718,23.872,29.546,14.501,22.526,22.402,27.166666666666668,36.666666666666664,35.333333333333336
848,2011,8,12,Valencia Street Circuit,Spain,4,21.477,20.56588888888889,20.136,9,29.11111111111111,2.3333333333333335,20.0,4.0,17.0,9.0,6.0,9.0,1,4,2,1,4,2,99.116,99.725,99.956,25.0,18.0,15.0,57,57,57,3.0,3.0,3.0,20.592666666666666,20.721333333333334,20.383666666666667,21.006,21.477,20.465,20.331,20.136,20.319,30.333333333333332,29.333333333333332,27.666666666666668
849,2011,9,9,Silverstone Circuit,UK,153,31.558,25.197222222222223,23.137,9,25.555555555555557,2.0,4.0,20.0,17.0,6.0,9.0,9.0,3,2,1,3,2,1,92.98599999999999,92.977,92.67,25.0,18.0,15.0,52,52,52,3.0,3.0,3.0,24.671333333333333,26.504333333333335,24.415999999999997,26.566,31.558,25.49,23.474,23.137,23.785,26.0,25.333333333333332,25.333333333333332
850,2011,10,20,Nürburgring,Germany,578,21.299,20.487111111111112,19.975,9,33.22222222222222,2.3333333333333335,1.0,4.0,17.0,1.0,6.0,9.0,2,4,1,2,4,1,92.934,92.916,93.096,25.0,18.0,15.0,60,60,60,3.0,3.0,3.0,20.627,20.146666666666665,20.68766666666667,20.982,20.43,21.299,20.403,19.975,20.324,32.666666666666664,33.666666666666664,33.333333333333336
851,2011,11,11,Hungaroring,Hungary,264,23.208,21.0018,19.664,10,28.1,3.0,18.0,20.0,4.0,1.0,9.0,6.0,3,1,5,3,1,5,82.038,81.74,81.578,25.0,18.0,15.0,70,70,70,3.0,3.0,4.0,20.965666666666667,20.32166666666667,21.539,21.786,20.69,23.208,20.046,19.664,19.936,26.666666666666668,27.0,30.0
852,2011,12,13,Circuit de Spa-Francorchamps,Belgium,401,26.046,21.812375,20.786,8,16.25,5.666666666666667,20.0,17.0,18.0,9.0,9.0,1.0,1,3,13,1,3,13,123.029,122.827,121.813,25.0,18.0,15.0,44,44,44,3.0,2.0,3.0,21.031666666666666,20.981,23.147333333333336,21.411,21.015,26.046,20.786,20.947,21.64,16.0,17.0,16.0
853,2011,13,14,Autodromo Nazionale di Monza,Italy,162,22.539,21.964166666666667,21.378,6,26.333333333333332,2.6666666666666665,20.0,18.0,4.0,9.0,1.0,6.0,1,3,4,1,3,4,84.002,84.013,84.134,25.0,18.0,15.0,53,53,53,2.0,2.0,2.0,21.750999999999998,21.877499999999998,22.264000000000003,22.124,22.095,22.539,21.378,21.66,21.989,27.5,25.0,26.5
854,2011,14,15,Marina Bay Street Circuit,Singapore,18,31.204,30.455777777777776,29.921,9,30.333333333333332,2.0,20.0,18.0,17.0,9.0,1.0,9.0,1,3,2,1,3,2,106.39699999999999,106.956,107.332,25.0,18.0,15.0,61,61,61,3.0,3.0,3.0,30.542666666666666,30.131666666666664,30.693,30.809,30.305,31.204,30.023,29.921,30.413,31.0,30.666666666666668,29.333333333333332
855,2011,15,22,Suzuka Circuit,Japan,45,22.374,21.297444444444444,20.713,9,21.666666666666668,2.6666666666666665,18.0,4.0,20.0,1.0,6.0,9.0,2,5,1,2,5,1,92.947,92.81700000000001,93.051,25.0,18.0,15.0,53,53,53,3.0,3.0,3.0,20.935000000000002,21.06566666666667,21.891666666666666,21.094,21.319,22.374,20.713,20.731,21.596,22.0,22.666666666666668,20.333333333333332
856,2011,16,35,Korean International Circuit,Korea,0,20.846,20.5355,19.985,6,24.166666666666668,2.3333333333333335,20.0,1.0,17.0,9.0,1.0,9.0,2,1,4,2,1,4,99.093,97.525,99.071,25.0,18.0,15.0,55,55,55,2.0,2.0,2.0,20.0775,20.715,20.814,20.17,20.846,20.828,19.985,20.584,20.8,25.0,24.0,23.5
857,2011,17,68,Buddh International Circuit,India,194,21.873,21.570333333333334,21.092,6,30.833333333333332,2.6666666666666665,20.0,18.0,4.0,9.0,1.0,6.0,1,4,3,1,5,4,86.218,86.225,86.774,25.0,18.0,15.0,60,60,60,2.0,2.0,2.0,21.432000000000002,21.465,21.814,21.449,21.838,21.873,21.415,21.092,21.755,33.0,32.0,27.5
858,2011,18,24,Yas Marina Circuit,UAE,3,21.314,20.253833333333333,19.35,6,27.833333333333332,3.3333333333333335,1.0,4.0,18.0,1.0,6.0,1.0,2,5,3,2,5,3,99.782,101.38,100.227,25.0,18.0,15.0,55,55,55,2.0,2.0,2.0,19.3945,20.7625,20.6045,19.439,21.314,20.908,19.35,20.211,20.301,28.0,29.5,26.0
859,2011,19,18,Autódromo José Carlos Pace,Brazil,785,22.094,21.202777777777776,20.652,9,36.333333333333336,2.0,17.0,20.0,18.0,9.0,9.0,1.0,2,1,3,2,1,3,73.467,73.664,73.281,25.0,18.0,15.0,71,71,71,3.0,3.0,3.0,20.842,21.224333333333334,21.542,20.99,22.094,22.005,20.755,20.652,21.038,38.0,38.333333333333336,32.666666666666664
860,2012,1,1,Albert Park Grand Prix Circuit,Australia,10,24.256,23.47083333333333,22.837,6,26.333333333333332,3.0,18.0,20.0,1.0,1.0,9.0,1.0,2,6,1,2,6,1,86.832,86.773,86.8,25.0,18.0,15.0,58,58,58,2.0,2.0,2.0,23.055999999999997,24.1935,23.162999999999997,23.275,24.256,23.464,22.837,24.131,22.862,26.0,26.5,26.5
861,2012,2,2,Sepang International Circuit,Malaysia,18,27.961,24.81722222222222,22.534,9,19.444444444444443,6.0,4.0,815.0,1.0,6.0,15.0,1.0,8,9,1,9,10,1,98.15100000000001,97.93299999999999,97.813,25.0,18.0,15.0,56,56,56,3.0,3.0,3.0,23.350333333333335,24.91133333333333,26.189999999999998,24.653,25.671,27.961,22.534,24.52,24.271,19.333333333333332,19.0,20.0
862,2012,3,17,Shanghai International Circuit,China,5,26.618,21.398,20.177,8,23.875,4.333333333333333,3.0,18.0,1.0,131.0,1.0,1.0,1,5,7,1,6,2,96.875,96.74600000000001,96.763,25.0,18.0,15.0,56,56,56,2.0,3.0,3.0,20.878999999999998,22.551666666666666,20.590333333333334,21.113,26.618,20.903,20.645,20.474,20.177,23.5,24.666666666666668,23.333333333333332
863,2012,4,3,Bahrain International Circuit,Bahrain,7,23.246,22.534444444444446,21.8,9,24.88888888888889,6.333333333333333,20.0,8.0,154.0,9.0,208.0,208.0,1,11,7,1,11,7,94.30799999999999,94.55199999999999,94.041,25.0,18.0,15.0,57,57,57,3.0,3.0,3.0,22.177999999999997,22.456999999999997,22.968333333333334,22.717,22.597,23.246,21.8,22.362,22.763,25.0,24.666666666666668,25.0
864,2012,5,4,Circuit de Barcelona-Catalunya,Spain,109,22.829,20.48966666666667,19.456,9,26.88888888888889,2.3333333333333335,813.0,4.0,8.0,3.0,6.0,208.0,1,2,4,2,3,5,83.38,83.276,83.406,25.0,18.0,15.0,66,66,66,3.0,3.0,3.0,21.222333333333335,19.863,20.383666666666667,22.829,20.105,21.301,20.218,19.456,19.777,25.333333333333332,26.666666666666668,28.666666666666668
865,2012,6,6,Circuit de Monaco,Monaco,7,25.566,25.22,24.874,3,28.666666666666668,2.6666666666666665,17.0,3.0,4.0,9.0,131.0,6.0,1,2,5,2,3,6,76.013,75.9,76.15299999999999,25.0,18.0,15.0,78,78,78,1.0,1.0,1.0,25.566,24.874,25.22,25.566,24.874,25.22,25.566,24.874,25.22,29.0,27.0,30.0
866,2012,7,7,Circuit Gilles Villeneuve,Canada,13,22.53,21.7855,21.375,4,32.25,8.0,1.0,154.0,815.0,1.0,208.0,15.0,2,7,15,2,7,15,74.891,75.163,75.326,25.0,18.0,15.0,70,70,70,2.0,1.0,1.0,21.9525,21.83,21.407,22.53,21.83,21.407,21.375,21.83,21.407,33.5,21.0,41.0
867,2012,8,12,Valencia Street Circuit,Spain,4,21.879,20.667833333333334,19.789,6,24.166666666666668,9.333333333333334,4.0,8.0,30.0,6.0,208.0,131.0,11,5,12,11,5,12,99.40899999999999,99.464,99.447,25.0,18.0,15.0,57,57,57,2.0,2.0,2.0,20.253500000000003,21.491,20.259,20.718,21.879,20.477,19.789,21.103,20.041,21.5,21.0,30.0
868,2012,9,9,Silverstone Circuit,UK,153,25.854,25.425166666666666,24.998,6,23.333333333333332,2.3333333333333335,17.0,4.0,20.0,9.0,6.0,9.0,2,1,4,2,1,4,107.27600000000001,106.515,106.279,25.0,18.0,15.0,52,52,52,2.0,2.0,2.0,25.5165,25.185000000000002,25.573999999999998,25.854,25.372,25.829,25.179,24.998,25.319,23.5,26.0,20.5
869,2012,10,10,Hockenheimring,Germany,103,18.002,17.657833333333333,16.831,6,27.833333333333332,5.666666666666667,4.0,18.0,8.0,6.0,1.0,208.0,1,6,10,1,7,10,76.07300000000001,76.507,75.693,25.0,18.0,15.0,67,67,67,2.0,2.0,2.0,17.756,17.349,17.868499999999997,17.942,17.867,18.002,17.57,16.831,17.735,29.5,29.5,24.5
870,2012,11,11,Hungaroring,Hungary,264,22.151,20.289333333333335,19.059,6,30.166666666666668,2.6666666666666665,1.0,8.0,154.0,1.0,208.0,208.0,1,5,2,1,5,2,81.794,82.23400000000001,82.755,25.0,18.0,15.0,69,69,69,2.0,2.0,2.0,19.747500000000002,19.929499999999997,21.191000000000003,20.436,20.087,22.151,19.059,19.772,20.231,29.0,32.5,29.0
871,2012,12,13,Circuit de Spa-Francorchamps,Belgium,401,20.811,20.28775,19.668,4,20.0,4.666666666666667,18.0,20.0,8.0,1.0,9.0,208.0,1,10,3,1,11,4,109.25,109.72200000000001,109.54599999999999,25.0,18.0,15.0,44,44,44,1.0,1.0,2.0,19.668,20.811,20.336,19.668,20.811,20.383,19.668,20.811,20.289,20.0,21.0,19.5
872,2012,13,14,Autodromo Nazionale di Monza,Italy,162,22.472,21.574333333333332,20.736,3,24.0,7.666666666666667,1.0,815.0,4.0,1.0,15.0,6.0,1,12,10,1,13,10,84.211,85.3,84.175,25.0,18.0,15.0,53,53,53,1.0,1.0,1.0,20.736,22.472,21.515,20.736,22.472,21.515,20.736,22.472,21.515,23.0,29.0,20.0
873,2012,14,15,Marina Bay Street Circuit,Singapore,18,31.137,29.78033333333333,29.117,6,21.666666666666668,4.0,20.0,18.0,4.0,9.0,1.0,6.0,3,4,5,3,4,5,108.24000000000001,109.381,109.39099999999999,25.0,18.0,15.0,59,59,59,2.0,2.0,2.0,30.127000000000002,29.8405,29.3735,31.137,30.019,29.557,29.117,29.662,29.19,21.5,23.5,20.0
874,2012,15,22,Suzuka Circuit,Japan,45,20.936,20.6855,20.346,6,25.333333333333332,4.666666666666667,20.0,13.0,155.0,9.0,6.0,15.0,1,10,3,1,11,4,92.608,92.946,92.042,25.0,18.0,15.0,53,53,53,2.0,2.0,2.0,20.427,20.857,20.7725,20.508,20.936,20.783,20.346,20.778,20.762,27.0,26.5,22.5
875,2012,16,35,Korean International Circuit,Korea,0,20.09,19.846333333333334,19.616,6,24.166666666666668,2.3333333333333335,20.0,17.0,4.0,9.0,9.0,6.0,2,1,4,2,1,4,98.208,98.39699999999999,99.144,25.0,18.0,15.0,55,55,55,2.0,2.0,2.0,19.8155,19.7135,20.009999999999998,19.83,19.811,20.09,19.801,19.616,19.93,25.0,23.0,24.5
876,2012,17,68,Buddh International Circuit,India,194,20.808,20.771666666666665,20.707,3,30.666666666666668,2.6666666666666665,20.0,4.0,17.0,9.0,6.0,9.0,1,5,2,1,5,2,86.387,86.82900000000001,86.744,25.0,18.0,15.0,60,60,60,1.0,1.0,1.0,20.707,20.8,20.808,20.707,20.8,20.808,20.707,20.8,20.808,33.0,29.0,30.0
877,2012,18,24,Yas Marina Circuit,UAE,3,24.962,21.1315,19.368,4,27.25,11.333333333333334,8.0,4.0,20.0,208.0,6.0,9.0,4,6,24,5,7,3,102.22200000000001,101.939,102.16,25.0,18.0,15.0,55,55,55,1.0,1.0,2.0,20.278,19.368,22.439999999999998,20.278,19.368,24.962,20.278,19.368,19.918,31.0,28.0,25.0
878,2012,19,69,Circuit of the Americas,USA,161,24.439,22.052333333333333,20.814,3,20.333333333333332,3.3333333333333335,1.0,20.0,4.0,1.0,9.0,6.0,2,1,7,2,1,9,97.05799999999999,96.55799999999999,97.968,25.0,18.0,15.0,56,56,56,1.0,1.0,1.0,20.814,20.904,24.439,20.814,20.904,24.439,20.814,20.904,24.439,20.0,21.0,20.0
879,2012,20,18,Autódromo José Carlos Pace,Brazil,785,23.0,22.130375,21.456,8,31.625,4.666666666666667,18.0,4.0,13.0,1.0,6.0,6.0,2,7,5,2,8,5,75.456,76.09700000000001,76.263,25.0,18.0,15.0,71,71,71,2.0,3.0,3.0,21.503,22.444666666666667,22.234333333333336,21.55,23.0,22.596,21.456,21.862,21.68,40.0,28.0,29.666666666666668
880,2013,1,1,Albert Park Grand Prix Circuit,Australia,10,22.709,22.012375,21.596,8,22.0,4.333333333333333,8.0,4.0,20.0,208.0,6.0,9.0,7,5,1,7,5,1,105.545,103.85,104.657,25.0,18.0,15.0,58,58,58,2.0,3.0,3.0,22.445,21.700666666666667,22.035666666666668,22.709,21.792,22.704,22.181,21.606,21.596,21.5,22.666666666666668,21.666666666666668
881,2013,2,2,Sepang International Circuit,Malaysia,18,24.933,21.443916666666667,20.736,12,25.0,3.3333333333333335,20.0,17.0,1.0,9.0,9.0,131.0,1,5,4,1,5,4,97.899,97.619,97.513,25.0,18.0,15.0,56,56,56,4.0,4.0,4.0,21.17825,20.849,22.3045,21.482,21.01,24.933,20.757,20.736,21.271,25.25,25.0,24.75
882,2013,3,17,Shanghai International Circuit,China,5,21.012,20.421222222222223,19.6,9,21.555555555555557,2.0,4.0,8.0,1.0,6.0,208.0,131.0,3,2,1,3,2,1,96.253,97.04599999999999,95.793,25.0,18.0,15.0,56,56,56,3.0,3.0,3.0,20.417333333333335,20.658666666666665,20.18766666666667,21.012,20.759,20.584,19.719,20.464,19.6,23.333333333333332,20.333333333333332,21.0
883,2013,4,3,Bahrain International Circuit,Bahrain,7,24.605,22.132875,21.29,8,25.5,7.0,20.0,8.0,154.0,9.0,208.0,208.0,2,8,11,2,9,11,93.327,93.827,93.49799999999999,25.0,18.0,15.0,57,57,57,3.0,2.0,3.0,21.618666666666666,22.219,22.58966666666667,21.906,22.715,24.605,21.29,21.723,21.556,25.666666666666668,25.0,25.666666666666668
884,2013,5,4,Circuit de Barcelona-Catalunya,Spain,109,20.184,19.449636363636362,18.471,11,28.272727272727273,6.0,4.0,8.0,13.0,6.0,208.0,6.0,5,4,9,5,4,6,82.264,82.21000000000001,82.492,25.0,18.0,15.0,66,66,66,4.0,3.0,4.0,19.21275,19.968333333333334,19.2975,19.952,20.184,19.49,18.471,19.743,19.001,28.75,27.0,28.75
885,2013,6,6,Circuit de Monaco,Monaco,7,25.2,24.63033333333333,24.316,3,28.666666666666668,2.6666666666666665,3.0,20.0,17.0,131.0,9.0,9.0,1,3,4,1,3,4,84.62,84.243,85.352,25.0,18.0,15.0,78,78,78,1.0,1.0,1.0,25.2,24.375,24.316,25.2,24.375,24.316,25.2,24.375,24.316,31.0,30.0,25.0
886,2013,7,7,Circuit Gilles Villeneuve,Canada,13,20.898,20.736,20.512,6,32.5,3.0,20.0,4.0,1.0,9.0,6.0,131.0,1,6,2,1,6,2,82.318,83.224,83.801,25.0,18.0,15.0,70,70,70,2.0,2.0,2.0,20.866500000000002,20.573999999999998,20.7675,20.898,20.636,20.879,20.835,20.512,20.656,32.5,31.5,33.5
887,2013,8,9,Silverstone Circuit,UK,153,31.448,25.6,24.473,9,28.0,5.0,3.0,17.0,4.0,131.0,9.0,6.0,2,4,9,2,4,10,91.355,91.605,92.26599999999999,25.0,18.0,15.0,52,52,52,3.0,3.0,3.0,25.106333333333335,26.900666666666666,24.793000000000003,25.436,31.448,25.018,24.893,24.473,24.572,29.333333333333332,27.666666666666668,27.0
888,2013,9,20,Nürburgring,Germany,578,20.528,19.700333333333333,18.979,9,25.555555555555557,3.6666666666666665,20.0,8.0,154.0,9.0,208.0,208.0,2,4,5,2,4,5,91.269,90.676,91.242,25.0,18.0,15.0,60,60,60,3.0,3.0,3.0,19.378666666666664,19.765333333333334,19.957,20.039,20.528,20.273,18.979,19.378,19.591,24.0,27.0,25.666666666666668
890,2013,10,11,Hungaroring,Hungary,264,22.161,21.76325,21.343,8,30.625,3.0,1.0,8.0,20.0,131.0,208.0,9.0,1,6,2,1,6,2,80.363,80.867,80.646,25.0,18.0,15.0,70,70,70,3.0,2.0,3.0,21.810000000000002,21.902,21.624,22.136,22.161,21.863,21.454,21.643,21.343,30.0,27.5,33.333333333333336
891,2013,11,13,Circuit de Spa-Francorchamps,Belgium,401,23.397,22.787166666666664,22.444,6,20.333333333333332,4.0,20.0,4.0,1.0,9.0,6.0,131.0,2,9,1,2,9,1,121.863,120.19,120.368,25.0,18.0,15.0,44,44,44,2.0,2.0,2.0,22.7845,22.5375,23.039499999999997,22.884,22.631,23.397,22.685,22.444,22.682,22.0,20.5,18.5
892,2013,12,14,Autodromo Nazionale di Monza,Italy,162,24.305,24.23933333333333,24.205,3,24.333333333333332,2.6666666666666665,20.0,4.0,17.0,9.0,6.0,9.0,1,5,2,1,5,2,84.319,84.661,84.923,25.0,18.0,15.0,53,53,53,1.0,1.0,1.0,24.305,24.208,24.205,24.305,24.208,24.205,24.305,24.208,24.205,23.0,27.0,23.0
893,2013,13,15,Marina Bay Street Circuit,Singapore,18,33.013,29.8025,28.787,6,22.5,7.0,20.0,4.0,8.0,9.0,6.0,208.0,1,7,13,1,7,13,105.376,105.11500000000001,105.52199999999999,25.0,18.0,15.0,61,61,61,2.0,2.0,2.0,28.860500000000002,29.305999999999997,31.241,28.934,29.436,33.013,28.787,29.176,29.469,30.5,19.5,17.5
894,2013,14,35,Korean International Circuit,Korea,0,23.236,22.840500000000002,22.519,6,19.833333333333332,4.333333333333333,20.0,8.0,154.0,9.0,208.0,208.0,1,9,3,1,10,4,98.68299999999999,98.34100000000001,99.065,25.0,18.0,15.0,55,55,55,2.0,2.0,2.0,22.798499999999997,23.08,22.643,22.935,23.236,22.767,22.662,22.924,22.519,21.0,18.0,20.5
895,2013,15,22,Suzuka Circuit,Japan,45,23.617,23.091714285714286,22.774,7,24.285714285714285,2.3333333333333335,20.0,17.0,154.0,9.0,9.0,208.0,2,1,4,2,1,4,92.39699999999999,92.271,91.824,25.0,18.0,15.0,53,53,53,2.0,3.0,2.0,22.8945,23.161666666666665,23.183999999999997,22.916,23.617,23.282,22.873,22.774,23.086,25.5,26.0,20.5
896,2013,16,68,Buddh International Circuit,India,194,24.0,23.7592,23.568,5,16.0,6.666666666666667,20.0,3.0,154.0,9.0,131.0,208.0,1,2,17,1,2,17,85.943,85.833,86.577,25.0,18.0,15.0,60,60,60,2.0,2.0,1.0,23.784,23.79,23.648,24.0,23.895,23.648,23.568,23.685,23.648,16.5,17.0,13.0
897,2013,17,24,Yas Marina Circuit,UAE,3,22.275,21.6575,21.175,6,22.5,2.0,20.0,17.0,3.0,9.0,9.0,131.0,2,1,3,2,1,3,101.68299999999999,101.568,101.42,25.0,18.0,15.0,55,55,55,2.0,2.0,2.0,21.786499999999997,21.543,21.643,22.275,21.911,21.653,21.298,21.175,21.633,25.5,20.5,21.5
898,2013,18,69,Circuit of the Americas,USA,161,24.086,23.833,23.537,3,28.0,2.0,20.0,154.0,17.0,9.0,208.0,9.0,1,3,2,1,3,2,98.51599999999999,98.676,98.161,25.0,18.0,15.0,56,56,56,1.0,1.0,1.0,24.086,23.876,23.537,24.086,23.876,23.537,24.086,23.876,23.537,27.0,29.0,28.0
899,2013,19,18,Autódromo José Carlos Pace,Brazil,785,32.899,25.43766666666667,22.51,6,34.833333333333336,2.6666666666666665,20.0,17.0,4.0,9.0,9.0,6.0,1,4,3,1,4,3,85.381,86.689,86.656,25.0,18.0,15.0,71,71,71,2.0,2.0,2.0,27.704500000000003,25.865000000000002,22.743499999999997,32.899,26.718,22.755,22.51,25.012,22.732,35.5,35.0,34.0
900,2014,1,1,Albert Park Grand Prix Circuit,Australia,10,24.331,23.0395,22.273,6,23.666666666666668,5.666666666666667,3.0,825.0,18.0,131.0,1.0,1.0,3,4,10,3,4,11,92.564,90.949,91.396,25.0,18.0,15.0,57,57,57,2.0,2.0,2.0,24.002,22.7115,22.405,24.331,23.15,22.411,23.673,22.273,22.399,25.0,24.5,21.5
901,2014,2,2,Sepang International Circuit,Malaysia,18,25.296,24.821555555555555,24.432,9,32.0,2.0,1.0,3.0,20.0,131.0,131.0,9.0,1,3,2,1,3,2,117.202,117.18299999999999,117.654,25.0,18.0,15.0,56,56,56,3.0,3.0,3.0,24.794666666666668,24.888,24.782,25.296,25.287,25.186,24.484,24.654,24.432,33.0,32.0,31.0
902,2014,3,3,Bahrain International Circuit,Bahrain,7,25.146,24.837500000000002,24.687,6,28.666666666666668,2.3333333333333335,1.0,3.0,815.0,131.0,131.0,10.0,2,1,4,2,1,5,95.32300000000001,95.439,94.99799999999999,25.0,18.0,15.0,57,57,57,2.0,2.0,2.0,24.9165,24.878999999999998,24.717,25.146,24.907,24.737,24.687,24.851,24.697,30.0,31.0,25.0
903,2014,4,17,Shanghai International Circuit,China,5,23.999,23.176,22.776,6,24.833333333333332,3.3333333333333335,1.0,3.0,4.0,131.0,131.0,6.0,1,4,5,1,4,5,115.51599999999999,116.05799999999999,116.961,25.0,18.0,15.0,54,54,54,2.0,2.0,2.0,23.4835,23.183,22.8615,23.999,23.277,22.947,22.968,23.089,22.776,27.5,25.0,22.0
904,2014,5,4,Circuit de Barcelona-Catalunya,Spain,109,23.59,22.483833333333333,21.83,6,31.0,2.0,1.0,3.0,817.0,131.0,131.0,9.0,1,2,3,1,2,3,87.238,86.764,88.053,25.0,18.0,15.0,66,66,66,2.0,2.0,2.0,23.2705,22.2815,21.8995,23.59,22.309,21.969,22.951,22.254,21.83,30.5,33.0,29.5
905,2014,6,6,Circuit de Monaco,Monaco,7,27.509,26.255,24.672,3,26.0,2.0,3.0,1.0,817.0,131.0,131.0,9.0,1,2,3,1,2,3,77.678,77.82300000000001,77.9,25.0,18.0,15.0,78,78,78,1.0,1.0,1.0,24.672,27.509,26.584,24.672,27.509,26.584,24.672,27.509,26.584,26.0,26.0,26.0
906,2014,7,7,Circuit Gilles Villeneuve,Canada,13,25.102,23.851333333333333,23.274,6,27.166666666666668,3.3333333333333335,817.0,3.0,20.0,9.0,131.0,9.0,6,1,3,6,1,3,77.113,76.471,77.47,25.0,18.0,15.0,70,70,70,2.0,2.0,2.0,23.44,24.492,23.622,23.606,25.102,23.904,23.274,23.882,23.34,25.0,31.0,25.5
907,2014,8,70,Red Bull Ring,Austria,678,22.555,21.876666666666665,21.133,6,26.5,4.666666666666667,3.0,1.0,822.0,131.0,131.0,3.0,3,9,2,3,9,2,69.695,69.514,70.356,25.0,18.0,15.0,71,71,71,2.0,2.0,2.0,21.569000000000003,22.3905,21.670499999999997,21.664,22.555,22.208,21.474,22.226,21.133,25.5,26.0,28.0
908,2014,9,9,Silverstone Circuit,UK,153,29.679,29.13925,28.483,4,27.75,9.333333333333334,1.0,822.0,817.0,131.0,3.0,9.0,6,14,8,6,17,8,101.05799999999999,105.318,104.71000000000001,25.0,18.0,15.0,52,52,52,2.0,1.0,1.0,29.485,29.104,28.483,29.679,29.104,28.483,29.291,29.104,28.483,32.5,31.0,15.0
909,2014,10,10,Hockenheimring,Germany,103,20.257,20.01842857142857,19.71,7,32.714285714285715,7.666666666666667,3.0,822.0,1.0,131.0,3.0,131.0,1,2,20,1,2,16,77.631,78.215,78.68299999999999,25.0,18.0,15.0,67,67,67,2.0,2.0,3.0,20.156,20.1605,19.831999999999997,20.257,20.206,19.918,20.055,20.115,19.71,28.0,27.5,39.333333333333336
